PC1,PC2,PC3
-1.2182915632874904,0.4366728074642293,-0.02851625579322936
-1.357475967259087,0.7387447758214998,-0.06131353934003327
-1.5321622693887362,0.6996673905604086,-0.03504474810510635
-1.7599894009426837,0.4138881161545126,0.02170390762642779
-1.9522890357743339,0.23693163730392358,0.05879376868858356
-2.112603740720316,0.1898420497336334,0.0718378765045112
-2.250032165724394,0.11300260717370261,0.08404857749817113
-2.3794310277770414,0.029414112598054723,0.09700802727209111
-2.523499008811704,-0.12116191124908482,0.11053478060311392
-2.611787204584119,-0.0958461679706988,0.09281865709878796
-2.6632670286171196,0.01985328268658933,0.059338899136771844
-2.724726188735218,0.0972398233281799,0.016526858232435184
-2.8194742452634474,-0.4121982127777774,0.08026965119779299
-2.821911643453407,-0.2575922595296897,0.045733013127783995
-2.811375037487062,-0.07285882448123067,-0.0022581316209820393
-2.833827347385961,-0.17784966803649263,-0.0035654104803521385
-2.8598243340397658,-0.1750299224754898,-0.010288552699318602
-2.881375063496034,-0.0971427394247279,-0.020953335180969274
-2.8608873564735777,-0.018097322307364785,-0.047901903500165655
-2.8740953020952724,0.08018777934789538,-0.05567043052539183
-2.8979434676462286,-0.10848232203486378,-0.02284465516239151
-2.892932011663033,-0.1428074067838662,-0.0361756004281296
-2.893267272078878,-0.07248642512809866,-0.049361091739538634
-2.9041037702496015,0.09499515008782423,-0.05709732462229255
-2.9253884427599233,-0.2737660681454624,0.002567205899763748
-2.9483131558990046,-0.5357675932374882,0.04922404961572697
-2.8732618099674596,-0.020139423890389762,-0.023063655050073684
-2.8570215967204775,0.05006855653135091,-0.02845680459994918
-2.850515813230157,-0.007751522504604475,0.006082710050391306
-2.823837048003874,0.019075972479044304,0.01625887821670926
-2.7291480890380413,0.09070947020141755,0.0244028876736227
-2.5800448622978687,0.2051000368930154,0.0009328525345744194
-2.4693060905471054,0.04863088086057817,0.03448250565098056
-2.2116612864954273,-0.0023497281485051363,0.03937290929213437
-1.8606031932117568,0.07139940378909525,0.013245683538636263
-1.371620772796338,0.2108143639611664,-0.03975916406074113
-1.0295385103527264,-0.05979552565667683,-0.027031897968163302
-0.5481237136412999,-0.5008977959601446,-0.006168985152247722
0.08337101067409355,-0.15736494556417613,-0.11994034689658924
0.7051938394344422,-0.005817055944746989,-0.17893491228049876
1.2713589320091412,-0.11299681387390934,-0.1834956205331568
1.668938033606052,-0.1358468966451996,-0.17263164674881756
2.0515653548213657,-0.1434508303310835,-0.16645915983468845
2.4383251500107583,-0.03556494689298596,-0.17747912496199145
2.744034441724592,-0.08221113495763079,-0.13085206303761143
2.969602825328551,-0.1748056859875889,-0.08086432856875407
3.1358482481719254,-0.15470006621381768,-0.0546272042577279
3.3025263967815026,-0.07793982263920998,-0.022987242053231927
3.383881171515654,-0.0518857372894637,0.015233820714863825
3.4691232679560486,-0.054791655610422416,0.04212223440848728
3.534089479541999,0.00852852161026923,0.055142884053343375
3.5637765821923932,-0.002317003467928768,0.06408702579741593
3.569867987133775,-0.03152573348840003,0.0754533551142205
3.5549857359416888,-0.05225849039345435,0.07605937530773758
3.5573327826748753,0.017557714426700663,0.060171373863049264
3.5698154008805556,0.05104870630454917,0.05227434990802902
3.580341397369723,-0.002075397490410575,0.06281820156548638
3.5937889060991193,-0.04620288130790634,0.06428026973575242
3.5895904460362273,0.03631193620950952,0.05652440042731777
3.5883615307705328,0.1416658006799687,0.03267574170153158
3.5985853996657484,-0.01599617770635807,0.06365865202051675
3.56754125535329,-0.12938937743667794,0.07938186972381645
3.600008743029522,0.14603375562521032,0.03240595363308028
3.5802448958576365,0.028341456458663344,0.04631307516559274
3.5780550510837696,0.011647943541299896,0.04656364476025875
3.5739771913165117,0.0247393715227769,0.031079473157930197
3.566985296003772,0.13241882293059498,-0.007674529022914115
3.523839084930695,0.17462924669837432,-0.0300117362923714
